,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,Subpathway7,Subpathway8,MaxCompletion,Group,Completion,Type
MALA_SAMN05422138_METAG_KILHIAMI,0,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,SAR324,91.02,MAG
MALA_SAMN05422138_METAG_KOJEGGEL,0,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,SAR324,90.22,MAG
MALA_SAMN05422183_METAG_ADJPCION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,90.34,MAG
MALA_SAMN05422183_METAG_DDAFPEJC,0,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,SAR324,91.98,MAG
MALA_SAMN05422183_METAG_IGPCIIIK,0,0,0,0,1,0,0,1,0,0.25,0,0.5,0,0.25,0.25,0,0,0.5,Gamma-Other,60.46,MAG
MALA_SAMN05422107_METAG_BHNCMDMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAR324,92.48,MAG
MALA_SAMN05422152_METAG_KHCFHFCA,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Alpha-Other,88.95,MAG
MALA_SAMN05422152_METAG_DCIDIPOJ,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,91.22,MAG
MALA_SAMN05422152_METAG_EOCMCBJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAR324,93.21,MAG
MALA_SAMN05422152_METAG_IJGDGOLJ,0,0,1,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,71.64,MAG
MALA_SAMN05422163_METAG_FPKINHBA,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Chloroflexota,83.5,MAG
MALA_SAMN05422171_METAG_ILFAOIGK,0,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,SAR324,92.83,MAG
MALA_SAMN05422113_METAG_MMMIMIBM,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,91.23,MAG
MALA_SAMN05422113_METAG_EOAGBMHA,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.75,0,0.333333333333333,0.75,Gamma-Other,92.09,MAG
MALA_SAMN05422113_METAG_MMKICJMF,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.75,0,0.333333333333333,0.75,Gamma-Other,91.19,MAG
MALA_SAMN05422192_METAG_OPGIDGFE,0,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,SAR324,86.74,MAG
MALA_SAMN05422192_METAG_FMDMGIFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAR324,90.86,MAG
MALA_SAMN05422192_METAG_OLOJNECD,0,1,1,0,0,1,0,0,1,0.25,0.5,0.5,0.75,0.75,0.75,0.333333333333333,0.666666666666667,0.75,Actinobacteriota,95.56,MAG
MALA_SAMN05422165_METAG_OLNGBDLB,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,81.94,MAG
MALA_SAMN05422165_METAG_PHDBHBDD,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,74.57,MAG
MALA_SAMN05422130_METAG_LBFLGNDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,82.13,MAG
MALA_SAMN05422143_METAG_MKOHEMBE,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Chloroflexota,95.34,MAG
MALA_SAMN05421697_METAG_OILIAGNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,89.71,MAG
MALA_SAMN05422191_METAG_CCFOIEBK,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,90.6,MAG
MALA_SAMN05422106_METAG_DDJDEKJG,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,68.24,MAG
MALA_SAMN05422106_METAG_KFGFPFAC,0,0,0,0,1,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.5,0,0,0.75,Gamma-Other,59.54,MAG
MALA_SAMN05422168_METAG_GOCFBEKE,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.32,MAG
MALA_SAMN05422128_METAG_AJGGCPDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAR324,90.91,MAG
TARA_SAMN05326644_METAG_PON00005,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,97.47,MAG
TARA_SAMN05326644_METAG_PON00026,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,SAR324,79.81,MAG
TARA_SAMN05326644_METAG_PON00039,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Other,77.77,MAG
TARA_SAMN05326644_METAG_PON00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,64.82,MAG
TARA_SAMN05326644_METAG_PON00068,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Planctomycetota,52.02,MAG
TARA_SAMN05326645_METAG_PSE00001,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0.75,0.5,0,0,0.75,Bacteroidota,99.64,MAG
TARA_SAMN05326645_METAG_PSE00011,0,1,1,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Gamma-Other,88.84,MAG
TARA_SAMN05326650_METAG_MED00041,0,0,0,0,0,1,0,1,0,0.5,0.25,0.5,0.25,0.25,0.25,0,0,0.5,Verrucomicrobiota,91.96,MAG
TARA_SAMN05326650_METAG_MED00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,80.35,MAG
BGEO_SAMN07136616_METAG_LKFMCAJA,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Archaea-Nitrosopumilaceae,86.36,MAG
BATS_SAMN07137087_METAG_BPFGOMMN,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Archaea-Nitrosopumilaceae,83,MAG
TARA_SAMN05326650_METAG_MED00119,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Bacteroidota,66.46,MAG
TARA_SAMN05326645_METAG_PSE00023,0,0,1,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.333333333333333,0.5,Planctomycetota,95.51,MAG
TARA_SAMN05326645_METAG_PSE00027,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Other,96.26,MAG
TARA_SAMN05326645_METAG_PSE00028,0,0,1,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.333333333333333,0.5,Planctomycetota,97.43,MAG
TARA_SAMN05326645_METAG_PSE00035,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0.25,Gamma-Other,92.19,MAG
TARA_SAMN05326645_METAG_PSE00044,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Verrucomicrobiota,86.28,MAG
TARA_SAMN05326645_METAG_PSE00051,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Gamma-Other,68.04,MAG
TARA_SAMN05326645_METAG_PSE00065,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Firmicutes,73.74,MAG
TARA_SAMN05326645_METAG_PSE00071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,66.85,MAG
TARA_SAMN05326645_METAG_PSE00097,0,0,0,0,1,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Planctomycetota,67.47,MAG
TARA_SAMN05326645_METAG_PSE00104,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,78.41,MAG
TARA_SAMN05326645_METAG_PSE00106,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,74.5,MAG
TARA_SAMN05326645_METAG_PSE00120,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0,0.5,0.25,0,0,0.75,Gamma-Other,65.56,MAG
TARA_SAMN05326645_METAG_PSE00123,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0.75,0.5,0,0,0.75,Gamma-Other,68.43,MAG
TARA_SAMN05326645_METAG_PSE00128,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0,0.25,0,0,0,0.5,Gamma-Other,56.64,MAG
TARA_SAMN05326645_METAG_PSE00132,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,26.45,MAG
TARA_SAMN05326646_METAG_PSW00002,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Other,97.86,MAG
TARA_SAMN05326646_METAG_PSW00004,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.75,0,0.333333333333333,0.75,Gamma-Other,99.46,MAG
TARA_SAMN05326646_METAG_PSW00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,90.38,MAG
TARA_SAMN05326646_METAG_PSW00027,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.5,1,0.75,0.333333333333333,0.333333333333333,1,Planctomycetota,92.71,MAG
BATS_SAMN07137087_METAG_LCNIEFLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Nitrosopumilaceae,68.96,MAG
BATS_SAMN07137087_METAG_OEDMHCDA,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Archaea-Nitrosopumilaceae,68.81,MAG
TARA_SAMN05326646_METAG_PSW00065,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,Bacteroidota,88.38,MAG
TARA_SAMN05326646_METAG_PSW00072,1,0,0,0,0,0,0,1,1,0.5,0.5,0.25,0.25,0.25,0.25,0.666666666666667,0.333333333333333,0.666666666666667,Planctomycetota,68.11,MAG
BGEO_SAMN07136639_METAG_CAEGINHC,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,Archaea-Nitrosopumilaceae,92.23,MAG
TARA_SAMN05326646_METAG_PSW00089,0,0,1,0,1,0,0,1,0,0.25,0,0.5,0.25,0.25,0.5,0,0.333333333333333,0.5,Gamma-Other,79.39,MAG
TARA_SAMN05326646_METAG_PSW00096,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Bacteroidota,77.42,MAG
TARA_SAMN05326643_METAG_ASW00003,0,0,1,0,0,1,0,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,Cyano-Other,84.44,MAG
TARA_SAMN05326647_METAG_ION00007,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.5,1,0.75,0.333333333333333,0.333333333333333,1,Planctomycetota,97.41,MAG
TARA_SAMN05326647_METAG_ION00009,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0,0.5,0.25,0,0,0.75,Gamma-Other,95.5,MAG
TARA_SAMN05326647_METAG_ION00016,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Alpha-Other,93.46,MAG
TARA_SAMN05326647_METAG_ION00037,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,Bacteroidota,78.8,MAG
TARA_SAMN05326647_METAG_ION00038,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,80.06,MAG
TARA_SAMN05326648_METAG_IOS00004,0,0,1,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Other,97.98,MAG
TARA_SAMN05326648_METAG_IOS00020,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,90.29,MAG
TARA_SAMN05326648_METAG_IOS00035,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Verrucomicrobiota,84,MAG
HOTS_SAMN07137018_METAG_EGGECFAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Other,58.22,MAG
BGEO_SAMN07136635_METAG_OMDAIJME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Nitrosopumilaceae,73.63,MAG
TARA_SAMN05326648_METAG_IOS00063,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,33.7,MAG
TARA_SAMN05326650_METAG_MED00001,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,95.82,MAG
TARA_SAMN05326650_METAG_MED00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,97.96,MAG
TARA_SAMN05326650_METAG_MED00013,0,1,1,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.5,0,0.333333333333333,0.75,Alpha-Other,92.72,MAG
TARA_SAMN05326650_METAG_MED00022,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,95.3,MAG
TARA_SAMN05326649_METAG_SOC00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,74.47,MAG
TARA_SAMN05326651_METAG_RED00004,0,1,1,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.5,0,0.333333333333333,0.75,Alpha-Other,96.96,MAG
TARA_SAMN05326651_METAG_RED00008,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,Acidobacteriota,95.61,MAG
TARA_SAMN05326651_METAG_RED00026,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Other,93.97,MAG
TARA_SAMN05326651_METAG_RED00036,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Planctomycetota,90.72,MAG
TARA_SAMN05326651_METAG_RED00050,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Planctomycetota,85.57,MAG
BGEO_SAMN07136635_METAG_OEKBJBBO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Nitrosopumilaceae,59.91,MAG
TARA_SAMN05326651_METAG_RED00081,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,Acidobacteriota,81.02,MAG
BGEO_SAMN07136793_METAG_MGCDHPAN,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,Archaea-Nitrosopumilaceae,62.18,MAG
TARA_SAMN05326640_METAG_ANE00002,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Alpha-Other,99.2,MAG
TARA_SAMN05326640_METAG_ANE00006,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.75,0,0.333333333333333,0.75,Gamma-Other,91.4,MAG
TARA_SAMN05326640_METAG_ANE00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,91.63,MAG
BGEO_SAMN07136579_METAG_NKBIOKMN,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Archaea-Nitrosopumilaceae,74.94,MAG
BGEO_SAMN07136726_METAG_HNDHAAMH,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Archaea-Nitrosopumilaceae,52.86,MAG
BGEO_SAMN07136518_METAG_ECAIMBFI,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Archaea-Nitrosopumilaceae,81.24,MAG
TARA_SAMN05326641_METAG_ANW00003,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,99.97,MAG
TARA_SAMN05326641_METAG_ANW00005,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,98.1,MAG
TARA_SAMN05326641_METAG_ANW00007,0,1,0,0,1,0,0,1,1,0.25,0.25,0.75,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Planctomycetota,94.31,MAG
BGEO_SAMN07136518_METAG_EEKLMDBJ,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Archaea-Nitrosopumilaceae,73.32,MAG
TARA_SAMN05326641_METAG_ANW00035,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Planctomycetota,85.94,MAG
TARA_SAMN05326642_METAG_ASE00022,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0.25,Alpha-Rhodobacter,74.87,MAG
GORG_SAMEA6070137_SAGS_AG894F20,1,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.5,0.333333333333333,0.333333333333333,0.5,Cyano-Pro,77.91,SAG
GORG_SAMEA6070139_SAGS_AG894F22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,68.91,SAG
GORG_SAMEA6070151_SAGS_AG894G16,1,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0,0.25,0.25,0.333333333333333,0,0.333333333333333,Cyano-Pro,82.41,SAG
GORG_SAMEA6078850_SAGS_AG457O06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,68.34,SAG
BGEO_SAMN07136788_METAG_AOMEOLPJ,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,Archaea-Nitrosopumilaceae,63.85,MAG
GORG_SAMEA6078132_SAGS_AG343D04,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,Bacteria-Other,80.23,SAG
GORG_SAMEA6077234_SAGS_AG325B15,0,0,1,0,1,1,0,0,0,0.25,0.25,0.5,0.5,0.5,0.75,0,0.333333333333333,0.75,Cyano-Pro,52.54,SAG
GORG_SAMEA6077253_SAGS_AG325C15,0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Planctomycetota,57.54,SAG
GORG_SAMEA6070163_SAGS_AG894I06,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Pro,88.9,SAG
GORG_SAMEA6070230_SAGS_AG894N05,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Pro,94.7,SAG
GORG_SAMEA6077607_SAGS_AG333F14,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,77.99,SAG
GORG_SAMEA6077612_SAGS_AG333F19,1,0,1,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Cyano-Pro,25.8,SAG
GORG_SAMEA6069433_SAGS_AG891B08,1,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.25,0.5,0.5,0.333333333333333,0,0.5,Cyano-Pro,67.8,SAG
GORG_SAMEA6074575_SAGS_AG918F13,0,0,1,0,1,1,0,0,1,0.25,0.5,0.5,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Cyano-Pro,87.42,SAG
GORG_SAMEA6074587_SAGS_AG918G13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,73.68,SAG
GORG_SAMEA6074598_SAGS_AG918I04,1,0,1,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.333333333333333,0.333333333333333,0.75,Cyano-Pro,47.89,SAG
GORG_SAMEA6075502_SAGS_AG404K13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,89.56,SAG
GORG_SAMEA6069754_SAGS_AG892J04,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,91.1,SAG
GORG_SAMEA6069755_SAGS_AG892J05,1,0,0,0,1,1,0,0,1,0.5,0.75,0.5,0.5,0.75,0.75,0.666666666666667,0.333333333333333,0.75,Cyano-Pro,76.66,SAG
GORG_SAMEA6069806_SAGS_AG892M18,1,0,1,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.333333333333333,0.333333333333333,0.75,Cyano-Pro,56.62,SAG
GORG_SAMEA6069809_SAGS_AG892M22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,59.16,SAG
GORG_SAMEA6072715_SAGS_AG909G18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,80.13,SAG
GORG_SAMEA6072723_SAGS_AG909I11,1,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.5,0.333333333333333,0.333333333333333,0.5,Cyano-Pro,59.2,SAG
GORG_SAMEA6076178_SAGS_AG422A17,1,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,56.04,SAG
GORG_SAMEA6076209_SAGS_AG422C11,1,0,0,0,1,1,0,0,1,0.5,0.75,0.5,0.5,0.75,0.75,0.666666666666667,0.333333333333333,0.75,Cyano-Pro,74.75,SAG
GORG_SAMEA6073483_SAGS_AG913B10,1,0,1,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.333333333333333,0.333333333333333,0.75,Cyano-Pro,62.25,SAG
GORG_SAMEA6073495_SAGS_AG913C04,0,0,1,0,1,1,0,0,1,0.25,0.5,0.5,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Cyano-Pro,69.2,SAG
GORG_SAMEA6071670_SAGS_AG903D15,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,30.14,SAG
GORG_SAMEA6071686_SAGS_AG903E23,1,0,0,0,1,0,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.666666666666667,0.333333333333333,0.666666666666667,Cyano-Pro,25.86,SAG
GORG_SAMEA6070422_SAGS_AG895M18,1,0,1,0,0,1,0,0,1,0.5,0.75,0.25,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,Cyano-Pro,82.22,SAG
GORG_SAMEA6070447_SAGS_AG895O13,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,72.72,SAG
GORG_SAMEA6077809_SAGS_AG337B04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,82.14,SAG
GORG_SAMEA6077877_SAGS_AG337E20,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,88.6,SAG
GORG_SAMEA6071611_SAGS_AG901O19,1,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0,0.25,0.25,0.333333333333333,0,0.333333333333333,Cyano-Pro,73.05,SAG
GORG_SAMEA6079977_SAGS_AG430O23,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Cyano-Pro,45.9,SAG
GORG_SAMEA6074516_SAGS_AG918A18,1,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.5,0.333333333333333,0.333333333333333,0.5,Cyano-Pro,70.89,SAG
GORG_SAMEA6079509_SAGS_AG470P20,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Rhodobacter,58.16,SAG
GORG_SAMEA6071990_SAGS_AG904N16,1,0,1,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.333333333333333,0.333333333333333,0.75,Cyano-Pro,66.4,SAG
GORG_SAMEA6072009_SAGS_AG904O22,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Pro,90.46,SAG
GORG_SAMEA6072010_SAGS_AG904O23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,51.82,SAG
GORG_SAMEA6072423_SAGS_AG907P07,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Pro,72.73,SAG
GORG_SAMEA6072427_SAGS_AG907P15,1,0,1,0,0,1,0,0,1,0.5,0.75,0.25,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,Cyano-Pro,76.75,SAG
GORG_SAMEA6075575_SAGS_AG404P15,1,0,1,0,0,1,0,0,1,0.5,0.75,0.25,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,Cyano-Other,69.82,SAG
GORG_SAMEA6069528_SAGS_AG891I16,1,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.5,0.333333333333333,0.333333333333333,0.5,Cyano-Pro,56.14,SAG
GORG_SAMEA6069533_SAGS_AG891I22,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,30.7,SAG
GORG_SAMEA6069554_SAGS_AG891K07,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Pro,53.79,SAG
GORG_SAMEA6069572_SAGS_AG891L11,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0.25,Cyano-Pro,48.7,SAG
GORG_SAMEA6074732_SAGS_AG919E06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,62.19,SAG
GORG_SAMEA6072621_SAGS_AG908P06,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0.25,Cyano-Pro,46.6,SAG
