,Step1,Step2,Step3,Step4,Step5,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
TARA_SAMEA2622545_METAG_BODEGDKE,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,98.05,MAG
TARA_SAMEA2622545_METAG_ODBBDHAI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,91.06,MAG
TARA_SAMEA2622545_METAG_PFHJMAEI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,78.25,MAG
TARA_SAMEA2591074_METAG_NACKDJPK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,93.42,MAG
TARA_SAMEA2591074_METAG_LANPHCDG,0,0,0,0,0,0,0,0,Verrucomicrobiota,86.7,MAG
TARA_SAMEA2619840_METAG_EMFHCBHH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,98.16,MAG
TARA_SAMEA2619840_METAG_AEBDNPKM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,89.27,MAG
TARA_SAMEA2619840_METAG_OIFPMHKO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,90.48,MAG
TARA_SAMEA2619840_METAG_CMIEEJHO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,90.94,MAG
TARA_SAMEA2619840_METAG_OCEIKOHK,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteria-Other,75.84,MAG
TARA_SAMEA2623098_METAG_KMJLKJJA,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,75.46,MAG
TARA_SAMEA4397157_METAG_IBEAFJKM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR92,77.94,MAG
TARA_SAMEA4397705_METAG_ODDHKJJE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,96.3,MAG
TARA_SAMEA4397705_METAG_GHACFAMN,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,75.42,MAG
TARA_SAMEA4397516_METAG_NDKGCCDJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,91.12,MAG
TARA_SAMEA4397516_METAG_EBBGLPFF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,86.2,MAG
TARA_SAMEA4397516_METAG_AALEPAOP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,89.57,MAG
BATS_SAMN07137123_METAG_IILMAHAI,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Archaea-Nitrosopumilaceae,79.09,MAG
BATS_SAMN07137123_METAG_ANBBFANE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,77.56,MAG
BATS_SAMN07137123_METAG_INOEJIID,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,79.69,MAG
TARA_SAMEA4396496_METAG_NBDKNACP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,97.11,MAG
TARA_SAMEA4396496_METAG_FNFDMJKC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,93.29,MAG
BGEO_SAMN07136660_METAG_EPOAIPOL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,91.73,MAG
TARA_SAMEA4397239_METAG_HJNIHAKH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,90.26,MAG
TARA_SAMEA4397239_METAG_DCPIJIKB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,89.93,MAG
TARA_SAMEA4397239_METAG_KIGFFLFH,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,82.31,MAG
TARA_SAMEA4397930_METAG_POFKKLGC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,96.44,MAG
TARA_SAMEA4397930_METAG_DOBBBCOB,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,89.32,MAG
BGEO_SAMN07136754_METAG_DJOGDFOL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,88.9,MAG
TARA_SAMEA4397611_METAG_IDOOEIHM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.89,MAG
TARA_SAMEA4397756_METAG_APMELJLJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,92.52,MAG
TARA_SAMEA4397756_METAG_LJOJEEDK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,93.79,MAG
TARA_SAMEA4397756_METAG_JPLKMHGH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,89.26,MAG
TARA_SAMEA4398296_METAG_PFKAPLJD,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,90.4,MAG
TARA_SAMEA4397196_METAG_MJLENMMN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,89.24,MAG
TARA_SAMEA4397196_METAG_OINJKPLG,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,82.46,MAG
TARA_SAMEA4397196_METAG_FFCENLPK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,84.28,MAG
TARA_SAMEA4397983_METAG_CAKBINKG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,95.44,MAG
TARA_SAMEA4397983_METAG_MEKKFNAH,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,75.01,MAG
TARA_SAMEA4398094_METAG_OJMOCGOF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,99.64,MAG
TARA_SAMEA4398094_METAG_OJPBDFHD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,98.55,MAG
TARA_SAMEA4398094_METAG_INJPOFNE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,97.28,MAG
TARA_SAMEA4398094_METAG_IPHNBGGN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,98.86,MAG
TARA_SAMEA4398094_METAG_ANFIMAOB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,94.92,MAG
TARA_SAMEA4398094_METAG_MIMNPEIB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,92.52,MAG
TARA_SAMEA4398094_METAG_JJMEBHKA,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,79.04,MAG
BGEO_SAMN07136571_METAG_ODEHKAKI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,91.9,MAG
TARA_SAMEA4398150_METAG_NCKHLIJD,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,84.56,MAG
BGEO_SAMN07136665_METAG_CPJNGPEN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,75.59,MAG
TARA_SAMEA4397842_METAG_DGOAJPAF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,91.02,MAG
TARA_SAMEA4397842_METAG_FGPAFNIL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,89.1,MAG
TARA_SAMEA4397842_METAG_OFKADANH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,76.28,MAG
TARA_SAMEA4397842_METAG_MAGMCBCN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,88.6,MAG
TARA_SAMEA4397034_METAG_HLKGJGFF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,91.9,MAG
TARA_SAMEA4397034_METAG_CLOPGLJM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,87.47,MAG
TARA_SAMEA4397034_METAG_CDOKMMFO,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,76.03,MAG
TARA_SAMEA4397426_METAG_APFFFHCD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,98.08,MAG
TARA_SAMEA4397426_METAG_CIJOHEIH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,93.08,MAG
TARA_SAMEA4397426_METAG_ICMDCNOO,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,78.66,MAG
TARA_SAMEA4397426_METAG_BAFGKOPN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,76.75,MAG
TARA_SAMEA4396424_METAG_PPKKHDKG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,97.3,MAG
TARA_SAMEA4396424_METAG_JJMBMKOJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,94.21,MAG
TARA_SAMEA4396424_METAG_NFOBHBDJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,87.54,MAG
TARA_SAMEA4398219_METAG_JDMHIOCG,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,78.53,MAG
TARA_SAMEA4398219_METAG_NPOJDACF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,88.91,MAG
TARA_SAMEA4397390_METAG_DHBGJOOJ,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,75.46,MAG
TARA_SAMEA4397390_METAG_CLKEDIOO,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,91.56,MAG
TARA_SAMEA4397390_METAG_GAFMJBHP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,91.1,MAG
TARA_SAMEA4397903_METAG_KKEOFKKF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,92.19,MAG
TARA_SAMEA4398370_METAG_HMHCGPPA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,94.97,MAG
BGEO_SAMN07136584_METAG_HNLCAFCO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,92.46,MAG
TARA_SAMEA4398009_METAG_OOMAOPDA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.27,MAG
TARA_SAMEA4398009_METAG_OBLJMAIF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,94.5,MAG
TARA_SAMEA4398009_METAG_IBOKKEMM,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,93.54,MAG
TARA_SAMEA4398009_METAG_OLFLLAED,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,92.1,MAG
TARA_SAMEA4398009_METAG_MHHMCPOL,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,84.76,MAG
TARA_SAMEA4397798_METAG_ELHCINIB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,90.26,MAG
TARA_SAMEA4397798_METAG_KPEMIHHA,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,94.02,MAG
TARA_SAMEA4397798_METAG_ICGPGMLG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,93.24,MAG
TARA_SAMEA4397798_METAG_IMEEKBBM,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,75.85,MAG
TARA_SAMEA4397072_METAG_CFKOCGCE,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,82.79,MAG
TARA_SAMEA4397311_METAG_ENPFOOIL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,98.56,MAG
TARA_SAMEA4397311_METAG_CNLAMCIL,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,93.6,MAG
TARA_SAMEA4397311_METAG_CIBFFKOL,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,77.27,MAG
TARA_SAMEA4398176_METAG_HBADDEJO,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,89.48,MAG
TARA_SAMEA4398176_METAG_HPHONIMA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,91.21,MAG
TARA_SAMEA4398176_METAG_MJENGAPI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,86.73,MAG
TARA_SAMEA4398176_METAG_FOHNHOPL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,89.58,MAG
TARA_SAMEA4397355_METAG_IJBJPNIE,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,76.75,MAG
TARA_SAMEA4397730_METAG_MIGCDIBN,0,0,0,0,0,0,0,0,Chloroflexota,88.3,MAG
TARA_SAMEA4398067_METAG_LLFIOAIO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,98.85,MAG
TARA_SAMEA4398067_METAG_NOLKPMGL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,95.3,MAG
TARA_SAMEA4398067_METAG_EOECNMHJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,93.26,MAG
TARA_SAMEA4398067_METAG_GPCNEGNO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,92.44,MAG
TARA_SAMEA4398067_METAG_EHCOCLID,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,75.82,MAG
TARA_SAMEA4398067_METAG_BKCIHEEE,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,90.62,MAG
TARA_SAMEA4398067_METAG_ALPFKOOE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,81.44,MAG
TARA_SAMEA4397569_METAG_GHMOJEEC,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,94.27,MAG
TARA_SAMEA4397569_METAG_GNPBFPKL,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Rhodobacter,91.06,MAG
TARA_SAMEA4397472_METAG_DGPNOOGK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR92,95.02,MAG
TARA_SAMEA4397472_METAG_JMMLDJOC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,98.32,MAG
TARA_SAMEA4397472_METAG_CJMGHPKL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,97.05,MAG
TARA_SAMEA4397472_METAG_DICMEHDC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,96.2,MAG
TARA_SAMEA4397472_METAG_LCKKDFDK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,90.99,MAG
TARA_SAMEA4397472_METAG_MIOPGKDA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,93.62,MAG
TARA_SAMEA4397472_METAG_LCIHDHDK,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,76.08,MAG
TARA_SAMEA4398413_METAG_EJLLIMJI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,96.16,MAG
TARA_SAMEA4398413_METAG_MEBPLGJO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,96.25,MAG
TARA_SAMEA4398413_METAG_ELMKJJGE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,93.02,MAG
TARA_SAMEA4398413_METAG_MMNIOOEJ,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteria-Other,82.29,MAG
BGEO_SAMN07136494_METAG_BFPKHHID,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,82.08,MAG
TARA_SAMEA4396468_METAG_DHGJMAAG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,82.24,MAG
TARA_SAMEA4397649_METAG_CFCFNBDA,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,91.68,MAG
TARA_SAMEA4397649_METAG_KGCLBLKD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,88.36,MAG
TARA_SAMEA4397649_METAG_GNBPJHAG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,94.25,MAG
TARA_SAMEA4397649_METAG_PDICHJON,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,93.32,MAG
TARA_SAMEA4397649_METAG_CNMCMBFN,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Rhodobacter,85.54,MAG
TARA_SAMEA4398341_METAG_BBKHPJPB,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,89.1,MAG
TARA_SAMEA4398341_METAG_AECCMNNO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,93.62,MAG
TARA_SAMEA4398341_METAG_CPFFOJFC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,90.43,MAG
HOTS_SAMN07137012_METAG_OCINBOOF,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Archaea-Nitrosopumilaceae,78.65,MAG
BGEO_SAMN07136505_METAG_MNABAJAN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,88.39,MAG
TARA_SAMEA4398247_METAG_CKJNLPIF,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,90.04,MAG
TARA_SAMEA4398247_METAG_MCKJBFJL,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,94.06,MAG
TARA_SAMEA4398247_METAG_FDFPNPLD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,92.51,MAG
BGEO_SAMN07136562_METAG_LEGHEPPA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,91.02,MAG
HOTS_SAMN07137057_METAG_PBJDCFAI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,83.96,MAG
BGEO_SAMN07136762_METAG_JJALDMEA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,95.46,MAG
BGEO_SAMN07136523_METAG_PEMLLCLE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,96.94,MAG
BGEO_SAMN07136727_METAG_EIKLGILF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,91.28,MAG
BGEO_SAMN07136727_METAG_GBNABFHH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,87.78,MAG
BGEO_SAMN07136710_METAG_BEJKEPKM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.63,MAG
BGEO_SAMN07136772_METAG_OEOCEGLK,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Verrucomicrobiota,90.15,MAG
BATS_SAMN08390925_METAG_PGPEDNJI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,80.47,MAG
BGEO_SAMN07136505_METAG_BPIECALF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.42,MAG
BGEO_SAMN07136791_METAG_ONICFLAC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,88.12,MAG
BGEO_SAMN07136707_METAG_GCDCBBHG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,83.1,MAG
BGEO_SAMN07136522_METAG_POCBOMEA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,95.98,MAG
BATS_SAMN07137118_METAG_GCDDPGOJ,0,0,0,0,0,0,0,0,Bacteroidota,77.35,MAG
BGEO_SAMN07136726_METAG_JOIDLACC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,87.25,MAG
BGEO_SAMN07136798_METAG_LAMHFHAM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.72,MAG
BGEO_SAMN07136512_METAG_HAFJDBFF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,91.98,MAG
BGEO_SAMN07136917_METAG_AMDDICLB,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Syn,88.02,MAG
BGEO_SAMN07136715_METAG_IGIGNBCM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.54,MAG
BGEO_SAMN07136907_METAG_NIIJBJDG,0,0,0,0,0,0,0,0,Cyano-Pro,79.81,MAG
BGEO_SAMN07136937_METAG_IHCFBNKP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,82.7,MAG
BGEO_SAMN07136750_METAG_MHGEJOGB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,83.02,MAG
BGEO_SAMN07136776_METAG_FDBOGOEB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,94.66,MAG
BGEO_SAMN07136961_METAG_AFGGELHD,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,89.81,MAG
BGEO_SAMN07136961_METAG_LJGALKHI,0,0,0,0,0,0,0,0,Bacteroidota,89.62,MAG
BGEO_SAMN07136692_METAG_LDNFFNIJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,88.58,MAG
BGEO_SAMN07136753_METAG_DOHGMNAO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,88.5,MAG
BGEO_SAMN07136617_METAG_NGMCBEMO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,81.28,MAG
HOTS_SAMN07137008_METAG_NIANDOBE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,92.76,MAG
BGEO_SAMN07136718_METAG_GOIGCPDN,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.5,MAG
BGEO_SAMN07136708_METAG_MHPDDJBJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,83.64,MAG
BGEO_SAMN07136936_METAG_GGHANAPG,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,92.91,MAG
BGEO_SAMN07136770_METAG_BMMHMHIG,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Verrucomicrobiota,90.22,MAG
BATS_SAMN07137070_METAG_FENLIEBD,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Syn,88.91,MAG
BGEO_SAMN07136769_METAG_IEKHBHKJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,90.87,MAG
BGEO_SAMN07136506_METAG_HDNAHBGO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,85.46,MAG
BGEO_SAMN07136763_METAG_EMJGIKDC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,88.18,MAG
BGEO_SAMN07136686_METAG_LIIGEFLI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,85.78,MAG
BGEO_SAMN07136900_METAG_AHODOJNB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,83.99,MAG
BGEO_SAMN07136601_METAG_PLCJIMGL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,96.03,MAG
BGEO_SAMN07136653_METAG_PKMAIGFI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,85.38,MAG
BGEO_SAMN07136887_METAG_LNAMOOCN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,92.02,MAG
BGEO_SAMN07136787_METAG_CDONFFPD,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,80.2,MAG
BGEO_SAMN07136767_METAG_IIKBDKIL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,94.3,MAG
BGEO_SAMN07136767_METAG_DPBAGIII,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Syn,79.52,MAG
BGEO_SAMN07136590_METAG_NNADOMAD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.72,MAG
BGEO_SAMN07136765_METAG_KHPAIALL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,91.98,MAG
HOTS_SAMN07137027_METAG_GEDCKBDG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,83.91,MAG
BGEO_SAMN07136554_METAG_PIIAGIIC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,77.69,MAG
BGEO_SAMN07136583_METAG_OEAOIHAM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,83.14,MAG
BGEO_SAMN07136862_METAG_BOJCEGDL,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,76.56,MAG
BGEO_SAMN07136789_METAG_CDGADDIM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,86.32,MAG
BGEO_SAMN07136724_METAG_FPPMJMLK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,82.43,MAG
BGEO_SAMN07136844_METAG_DJKLDCJN,0,0,0,0,0,0,0,0,Verrucomicrobiota,81.36,MAG
BGEO_SAMN07136496_METAG_NAJLEHLF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,93.93,MAG
BGEO_SAMN07136764_METAG_BLGJHKMB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,97.91,MAG
HOTS_SAMN07137024_METAG_DJJLAIKL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,92.18,MAG
BGEO_SAMN07136575_METAG_MPBDAHND,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,92.24,MAG
BGEO_SAMN07136825_METAG_IHAKGKLI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,92.33,MAG
BGEO_SAMN07136825_METAG_CICMHPLA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.33,MAG
BGEO_SAMN07136559_METAG_IAHCMMNJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,92.52,MAG
HOTS_SAMN07137000_METAG_EKNCPAGH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,89.6,MAG
HOTS_SAMN07137030_METAG_KGAAAOBB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,80.63,MAG
BGEO_SAMN07136709_METAG_EHMLMOOH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,89.5,MAG
BGEO_SAMN07136511_METAG_JKJKBMPE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.5,MAG
BGEO_SAMN07136760_METAG_CDONIKEE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,77.42,MAG
BGEO_SAMN07136510_METAG_OHCONFGL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,78.26,MAG
BGEO_SAMN07136552_METAG_MPBLLCLH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.9,MAG
BGEO_SAMN07136892_METAG_HDCDGOFI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,85.06,MAG
BGEO_SAMN07136682_METAG_EEPGMOIJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.53,MAG
BGEO_SAMN07136711_METAG_IIKNMEGA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,96.17,MAG
