"","Step1:K11690","Step1:NA","Step1:NA"
"TARA_SAMEA2619970_METAG_DPGAKHOL",0,0,0
"TARA_SAMEA2621092_METAG_IHOOOMPL",1,0,0
"TARA_SAMEA2622923_METAG_EBCPMCHF",1,0,0
"TARA_SAMEA2623756_METAG_EPAOJDBK",1,0,0
"TARA_SAMEA2623756_METAG_LMHAEILL",1,0,0
"TARA_SAMEA2623295_METAG_AHONLABG",1,0,0
"TARA_SAMEA2623295_METAG_LCBNAALP",1,0,0
"TARA_SAMEA2623314_METAG_FCKBMNCE",1,0,0
"TARA_SAMEA2623314_METAG_IAFAMNLA",1,0,0
"TARA_SAMEA2623314_METAG_KCJJHIEC",1,0,0
"TARA_SAMEA2623314_METAG_CFPLBNDI",1,0,0
"TARA_SAMEA2623314_METAG_KMFJBEED",1,0,0
"TARA_SAMEA2622766_METAG_GFDLGHPP",0,0,0
"TARA_SAMEA2621839_METAG_OHJGLEIM",1,0,0
"TARA_SAMEA2620097_METAG_PGMGIDIJ",0,0,0
"TARA_SAMEA2623794_METAG_CBBGAPHI",1,0,0
"TARA_SAMEA2619766_METAG_LGHFEEAF",1,0,0
"TARA_SAMEA2622219_METAG_CDNBMKDP",1,0,0
"TARA_SAMEA2622901_METAG_HGNBNGDP",0,0,0
"TARA_SAMEA2623649_METAG_JMAILDDC",1,0,0
"TARA_SAMEA2622837_METAG_IKHPFKLM",1,0,0
"TARA_SAMEA2621287_METAG_CBFAEDAG",1,0,0
"TARA_SAMEA2621812_METAG_NFENDCDO",1,0,0
"TARA_SAMEA2622690_METAG_KGFPAGGC",1,0,0
"TARA_SAMEA2622197_METAG_PLBFGDCB",0,0,0
"TARA_SAMEA2620097_METAG_KFELPDMJ",1,0,0
"TARA_SAMEA2591074_METAG_AFLJLECO",0,0,0
"TARA_SAMEA2619840_METAG_FFFLPPCO",1,0,0
"TARA_SAMEA2619840_METAG_CLHDDKPF",1,0,0
"TARA_SAMEA4397157_METAG_EBPIGCJE",1,0,0
"TARA_SAMEA4397157_METAG_AHGIHHGL",1,0,0
"TARA_SAMEA4397705_METAG_CDCONOEK",1,0,0
"TARA_SAMEA4397705_METAG_IGDBMHLK",1,0,0
"TARA_SAMEA4397239_METAG_PBKEPJDC",1,0,0
"TARA_SAMEA4397930_METAG_KPNEPIAD",0,0,0
"TARA_SAMEA4397930_METAG_IBOLJEJO",1,0,0
"TARA_SAMEA4398296_METAG_MHJPBEFB",0,0,0
"TARA_SAMEA4397196_METAG_GOGNMPAD",0,0,0
"TARA_SAMEA4397196_METAG_IPMANPNA",1,0,0
"TARA_SAMEA4397196_METAG_ICABMHNN",0,0,0
"TARA_SAMEA4397196_METAG_HGJFNEKK",1,0,0
"TARA_SAMEA4397983_METAG_JFKHNIHF",1,0,0
"TARA_SAMEA4398094_METAG_DAFGDDKE",0,0,0
"TARA_SAMEA4398094_METAG_GBPKMEMO",1,0,0
"TARA_SAMEA4398150_METAG_LPGLIOKL",1,0,0
"TARA_SAMEA4396424_METAG_PMEBNOPJ",0,0,0
"TARA_SAMEA4397390_METAG_CBIFLAFM",1,0,0
"TARA_SAMEA4398370_METAG_PLLADIOM",1,0,0
"TARA_SAMEA4397798_METAG_JLLDCABA",1,0,0
"TARA_SAMEA4397798_METAG_CJMABPGO",1,0,0
"TARA_SAMEA4397101_METAG_KJCMEFMA",1,0,0
"TARA_SAMEA4397311_METAG_EHHKIANM",1,0,0
"TARA_SAMEA4397355_METAG_EMKKJOON",0,0,0
"TARA_SAMEA4397355_METAG_OAHAPAHA",1,0,0
"TARA_SAMEA4398067_METAG_MBHHKPBM",0,0,0
"TARA_SAMEA4398067_METAG_BMGDKCLP",1,0,0
"TARA_SAMEA4397569_METAG_MFJBHMNM",1,0,0
"TARA_SAMEA4397569_METAG_IKGOEJLN",1,0,0
"TARA_SAMEA4397472_METAG_AMLOAKEN",1,0,0
"TARA_SAMEA4397004_METAG_GOJLHACA",1,0,0
"TARA_SAMEA4397649_METAG_AGJNBBPH",1,0,0
"TARA_SAMEA4398341_METAG_LHBKEGEM",1,0,0
"BGEO_SAMN07136727_METAG_DFLFBMEC",1,0,0
"BGEO_SAMN07136710_METAG_ANLKCNPO",1,0,0
"BGEO_SAMN07136788_METAG_AFBPEAAE",1,0,0
"BGEO_SAMN07136937_METAG_BMDGFMPD",1,0,0
"BGEO_SAMN07136507_METAG_KALCECHJ",0,0,0
"BGEO_SAMN07136708_METAG_JGHHNJEM",1,0,0
"BGEO_SAMN07136946_METAG_LPLANNKM",0,0,0
"BATS_SAMN07137092_METAG_AEDGPECG",0,0,0
"BGEO_SAMN07136940_METAG_CAIDBBMO",0,0,0
"BGEO_SAMN07136709_METAG_EEKAFEOM",1,0,0
"BGEO_SAMN07136711_METAG_FIMGHCMK",1,0,0
"BGEO_SAMN07136528_METAG_MPGPFAMA",0,0,0
"BGEO_SAMN07136938_METAG_FBFFCPIJ",0,0,0
"BGEO_SAMN07136934_METAG_KDMDACHB",0,0,0
"MALA_SAMN05422160_METAG_JOPGKHLC",1,0,0
"MALA_SAMN05422122_METAG_CAFBCAFN",1,0,0
"MALA_SAMN05422140_METAG_HFADAPBO",1,0,0
"MALA_SAMN05422140_METAG_DGBIDDKG",1,0,0
"MALA_SAMN05422140_METAG_NCPCLLJM",0,0,0
"MALA_SAMN05422121_METAG_BDGKKLOP",1,0,0
"MALA_SAMN05422195_METAG_NJLALEJO",1,0,0
"MALA_SAMN05421706_METAG_CCBNPPJM",0,0,0
"MALA_SAMN05422133_METAG_APKMCOJH",1,0,0
"MALA_SAMN05422113_METAG_IGEILNAG",0,0,0
"MALA_SAMN05422113_METAG_ACPCAKPA",1,0,0
"MALA_SAMN05422169_METAG_BPCBKGGL",1,0,0
"MALA_SAMN05422170_METAG_EPLBFDFI",1,0,0
"MALA_SAMN05422153_METAG_FDAHMFAI",0,0,0
"MALA_SAMN05422123_METAG_COPMBDOP",0,0,0
"TARA_SAMN05326644_METAG_PON00001",1,0,0
"TARA_SAMN05326644_METAG_PON00011",0,0,0
"TARA_SAMN05326644_METAG_PON00015",1,0,0
"TARA_SAMN05326644_METAG_PON00023",1,0,0
"TARA_SAMN05326644_METAG_PON00030",1,0,0
"TARA_SAMN05326645_METAG_PSE00015",1,0,0
"TARA_SAMN05326650_METAG_MED00074",0,0,0
"TARA_SAMN05326645_METAG_PSE00024",1,0,0
"TARA_SAMN05326645_METAG_PSE00112",0,0,0
"TARA_SAMN05326645_METAG_PSE00130",0,0,0
"TARA_SAMN05326646_METAG_PSW00018",0,0,0
"TARA_SAMN05326643_METAG_ASW00012",1,0,0
"TARA_SAMN05326647_METAG_ION00014",1,0,0
"TARA_SAMN05326647_METAG_ION00025",1,0,0
"TARA_SAMN05326648_METAG_IOS00060",1,0,0
"TARA_SAMN05326650_METAG_MED00014",1,0,0
"TARA_SAMN05326650_METAG_MED00017",1,0,0
"TARA_SAMN05326651_METAG_RED00030",1,0,0
"TARA_SAMN05326651_METAG_RED00057",1,0,0
"TARA_SAMN05326651_METAG_RED00103",0,0,0
"TARA_SAMN05326640_METAG_ANE00011",1,0,0
"TARA_SAMN05326641_METAG_ANW00036",1,0,0
"TARA_SAMN05326641_METAG_ANW00065",1,0,0
"GORG_SAMEA6080273_SAGS_AG439G12",0,0,0
"GORG_SAMEA6075145_SAGS_AG349C13",0,0,0
"GORG_SAMEA6068455_SAGS_AH326E04",0,0,0
"GORG_SAMEA6075378_SAGS_AG404B10",1,0,0
"GORG_SAMEA6067719_SAGS_AH287C10",1,0,0
"GORG_SAMEA6076119_SAGS_AG410K11",1,0,0
"GORG_SAMEA6068175_SAGS_AH321B19",0,0,0
"GORG_SAMEA6068189_SAGS_AH321C14",0,0,0
"GORG_SAMEA6068193_SAGS_AH321C19",0,0,0
"MARD_SAMN08886324_SAGS_MMP08886324",0,0,0
"MARD_SAMN08886344_SAGS_MMP08886344",1,0,0
"MARD_SAMN08886364_SAGS_MMP08886364",1,0,0
"MARD_SAMN08886374_SAGS_MMP08886374",0,0,0
"MARD_SAMN08886562_SAGS_MMP08886562",0,0,0
"MARD_SAMN08886573_SAGS_MMP08886573",0,0,0
"MARD_SAMN08886234_SAGS_MMP08886234",1,0,0
"MARD_SAMN08886241_SAGS_MMP08886241",1,0,0
"MARD_SAMN08886251_SAGS_MMP08886251",1,0,0
"MARD_SAMN08886253_SAGS_MMP08886253",0,0,0
"MARD_SAMN08886263_SAGS_MMP08886263",1,0,0
"MARD_SAMN08886265_SAGS_MMP08886265",1,0,0
"MARD_SAMN08886276_SAGS_MMP08886276",0,0,0
"MARD_SAMN08886277_SAGS_MMP08886277",0,0,0
"MARD_SAMN08886278_SAGS_MMP08886278",0,0,0
"MARD_SAMN08886297_SAGS_MMP08886297",0,0,0
"MARD_SAMN08886300_SAGS_MMP08886300",0,0,0
"MARD_SAMN08886306_SAGS_MMP08886306",0,0,0
"MARD_SAMN08202528_REFG_MMP08202528",1,0,0
"MARD_SAMN08383634_REFG_MMP08383634",1,0,0
"MARD_SAMN08707727_REFG_MMP08707727",0,0,0
"MARD_SAMN08886008_SAGS_MMP08886008",0,0,0
"MARD_SAMN08970161_REFG_MMP08970161",1,0,0
"MARD_SAMN09080319_REFG_MMP09080319",1,0,0
"MARD_SAMN09218204_REFG_MMP09218204",1,0,0
"MARD_SAMN09228020_REFG_MMP09228020",1,0,0
"MARD_SAMN06299115_REFG_MMP06299115",1,0,0
"MARD_SAMN06299118_REFG_MMP06299118",1,0,0
"MARD_SAMN08241739_REFG_MMP08241739",1,0,0
"MARD_SAMN08886579_SAGS_MMP08886579",0,0,0
"MARD_SAMN08886620_SAGS_MMP08886620",0,0,0
"MARD_SAMN08886621_SAGS_MMP08886621",0,0,0
"MARD_SAMN08886632_SAGS_MMP08886632",0,0,0
"MARD_SAMN08886667_SAGS_MMP08886667",0,0,0
"MARD_SAMN08886670_SAGS_MMP08886670",0,0,0
"MARD_SAMN09041437_REFG_MMP09041437",1,0,0
"MARD_SAMN09078458_REFG_MMP09078458",1,0,0
"MARD_SAMEA3925393_REFG_MMP3925393",1,0,0
"MARD_SAMN02212510_REFG_MMP02212510",1,0,0
"MARD_SAMN02745667_REFG_MMP02745667",1,0,0
"MARD_SAMN02745912_REFG_MMP02745912",1,0,0
"MARD_SAMN04320385_REFG_MMP04320385",0,0,0
"MARD_SAMN04320386_REFG_MMP04320386",0,0,0
"MARD_SAMN04320390_REFG_MMP04320390",0,0,0
"MARD_SAMN04320392_REFG_MMP04320392",0,0,0
"MARD_SAMN04320395_REFG_MMP04320395",0,0,0
"MARD_SAMN04320397_REFG_MMP04320397",0,0,0
"MARD_SAMN04320399_REFG_MMP04320399",0,0,0
"MARD_SAMN04320402_REFG_MMP04320402",0,0,0
"MARD_SAMN04320405_REFG_MMP04320405",0,0,0
"MARD_SAMN04320410_REFG_MMP04320410",0,0,0
"MARD_SAMN04320411_REFG_MMP04320411",0,0,0
"MARD_SAMN04320415_REFG_MMP04320415",0,0,0
"MARD_SAMN04320416_REFG_MMP04320416",0,0,0
"MARD_SAMN04320419_REFG_MMP04320419",0,0,0
"MARD_SAMN04320427_REFG_MMP04320427",0,0,0
"MARD_SAMN04570274_REFG_MMP04570274",0,0,0
"MARD_SAMN05386387_REFG_MMP05386387",1,0,0
"MARD_SAMN05505091_REFG_MMP05505091",1,0,0
"MARD_SAMN05791069_REFG_MMP05791069",1,0,0
"MARD_SAMN05824028_REFG_MMP05824028",0,0,0
"MARD_SAMN05969900_REFG_MMP05969900",1,0,0
"MARD_SAMD00000384_REFG_MMP00000384",1,0,0
"MARD_SAMD00000391_REFG_MMP00000391",1,0,0
"MARD_SAMD00000436_REFG_MMP00000436",0,0,0
"MARD_SAMD00000560_REFG_MMP00000560",1,0,0
"MARD_SAMD00000561_REFG_MMP00000561",1,0,0
"MARD_SAMD00004655_REFG_MMP00004655",1,0,0
"MARD_SAMD00008838_REFG_MMP00008838",1,0,0
"MARD_SAMD00015726_REFG_MMP00015726",1,0,0
"MARD_SAMD00016823_REFG_MMP00016823",1,0,0
"MARD_SAMD00016824_REFG_MMP00016824",1,0,0
"MARD_SAMD00017759_REFG_MMP00017759",1,0,0
"MARD_SAMD00018681_REFG_MMP00018681",1,0,0
"MARD_SAMD00019133_REFG_MMP00019133",1,0,0
"MARD_SAMD00036659_REFG_MMP00036659",1,0,0
"MARD_SAMD00036660_REFG_MMP00036660",1,0,0
"MARD_SAMD00036661_REFG_MMP00036661",1,0,0
"MARD_SAMD00046904_REFG_MMP00046904",1,0,0
"MARD_SAMEA2272395_REFG_MMP2272395",0,0,0
"MARD_SAMN03154506_REFG_MMP03154506",0,0,0
"MARD_SAMD00019131_REFG_MMP00019131",1,0,0
"MARD_SAMD00019142_REFG_MMP00019142",1,0,0
"MARD_SAMD00028750_REFG_MMP00028750",1,0,0
"MARD_SAMEA2272452_REFG_MMP2272452",1,0,0
"MARD_SAMEA2591285_REFG_MMP2591285",1,0,0
"MARD_SAMEA2591294_REFG_MMP2591294",1,0,0
"MARD_SAMEA2591295_REFG_MMP2591295",1,0,0
"MARD_SAMEA2591297_REFG_MMP2591297",1,0,0
"MARD_SAMEA2591298_REFG_MMP2591298",1,0,0
"MARD_SAMEA2591299_REFG_MMP2591299",1,0,0
"MARD_SAMEA859855_REFG_MMP859855",0,0,0
"MARD_SAMN00622969_REFG_MMP00622969",1,0,0
"MARD_SAMN02435854_REFG_MMP02435854",1,0,0
"MARD_SAMN02436086_REFG_MMP02436086",1,0,0
"MARD_SAMN02436126_REFG_MMP02436126",1,0,0
"MARD_SAMN02436143_REFG_MMP02436143",1,0,0
"MARD_SAMEA104692611_REFG_MMP104692611",1,0,0
"MARD_SAMEA3282972_REFG_MMP3282972",0,0,0
"MARD_SAMN05418013_REFG_MMP05418013",1,0,0
"MARD_SAMN05418019_REFG_MMP05418019",1,0,0
"MARD_SAMN05418040_REFG_MMP05418040",1,0,0
"MARD_SAMN05418058_REFG_MMP05418058",1,0,0
"MARD_SAMN05418066_REFG_MMP05418066",1,0,0
"MARD_SAMN05418087_REFG_MMP05418087",1,0,0
"MARD_SAMN05418100_REFG_MMP05418100",1,0,0
"MARD_SAMN05418105_REFG_MMP05418105",1,0,0
"MARD_SAMN05418112_REFG_MMP05418112",1,0,0
"MARD_SAMN05418121_REFG_MMP05418121",1,0,0
"MARD_SAMN05418138_REFG_MMP05418138",1,0,0
"MARD_SAMN05418165_REFG_MMP05418165",1,0,0
"MARD_SAMN05418223_REFG_MMP05418223",1,0,0
"MARD_SAMN05421843_REFG_MMP05421843",1,0,0
"MARD_SAMN05444343_REFG_MMP05444343",0,0,0
"MARD_SAMN06133355_REFG_MMP06133355",1,0,0
"MARD_SAMN06265217_REFG_MMP06265217",0,0,0
"MARD_SAMN07344462_REFG_MMP07344462",1,0,0
"MARD_SAMN07357117_REFG_MMP07357117",0,0,0
"MARD_SAMN07626137_REFG_MMP07626137",1,0,0
"MARD_SAMN07961448_REFG_MMP07961448",1,0,0
"MARD_SAMN08769784_REFG_MMP08769784",1,0,0
"MARD_SAMN09205056_REFG_MMP09205056",1,0,0
"MARD_SAMN09710956_REFG_MMP09710956",0,0,0
"MARD_SAMN09710958_REFG_MMP09710958",0,0,0
"MARD_SAMN09710959_REFG_MMP09710959",0,0,0
"MARD_SAMN09710960_REFG_MMP09710960",0,0,0
"MARD_SAMN10233975_REFG_MMP10233975",1,0,0
"MARD_SAMN10362856_REFG_MMP10362856",1,0,0
"MARD_SAMD00113762_REFG_MMP00113762",0,0,0
"MARD_SAMEA4076716_REFG_MMP4076716",0,0,0
"MARD_SAMEA4707913_REFG_MMP4707913",0,0,0
"MARD_SAMN02927982_REFG_MMP02927982",1,0,0
"MARD_SAMN02927985_REFG_MMP02927985",1,0,0
"MARD_SAMN07375086_REFG_MMP07375086",0,0,0
"MARD_SAMN07375275_REFG_MMP07375275",0,0,0
"MARD_SAMN08204758_REFG_MMP08204758",1,0,0
"MARD_SAMN08204774_REFG_MMP08204774",1,0,0
"MARD_SAMN08770175_REFG_MMP08770175",0,0,0
"MARD_SAMN09074856_REFG_MMP09074856",1,0,0
"MARD_SAMN09269650_REFG_MMP09269650",1,0,0
"MARD_SAMN09425405_REFG_MMP09425405",1,0,0
"MARD_SAMN09522135_REFG_MMP09522135",1,0,0
"MARD_SAMN09665230_REFG_MMP09665230",0,0,0
"MARD_SAMN09700398_REFG_MMP09700398",0,0,0
"MARD_SAMN09748093_REFG_MMP09748093",1,0,0
"MARD_SAMN09767474_REFG_MMP09767474",1,0,0
"MARD_SAMN09901140_REFG_MMP09901140",1,0,0
"MARD_SAMN09930779_REFG_MMP09930779",1,0,0
"MARD_SAMN10058827_REFG_MMP10058827",1,0,0
"MARD_SAMN10146989_REFG_MMP10146989",1,0,0
"MARD_SAMN10284733_REFG_MMP10284733",1,0,0
"MARD_SAMN10320203_REFG_MMP10320203",1,0,0
"MARD_SAMN10397592_REFG_MMP10397592",1,0,0
"MARD_SAMN10397593_REFG_MMP10397593",1,0,0
"MARD_SAMN10397596_REFG_MMP10397596",1,0,0
"MARD_SAMN02744035_REFG_MMP02744035",1,0,0
"MARD_SAMN03080594_REFG_MMP03080594",1,0,0
"MARD_SAMN04487868_REFG_MMP04487868",1,0,0
"MARD_SAMN04487963_REFG_MMP04487963",1,0,0
"MARD_SAMN04487991_REFG_MMP04487991",1,0,0
"MARD_SAMN04488002_REFG_MMP04488002",1,0,0
"MARD_SAMN04488005_REFG_MMP04488005",1,0,0
"MARD_SAMN04488039_REFG_MMP04488039",1,0,0
"MARD_SAMN04488040_REFG_MMP04488040",1,0,0
"MARD_SAMN04488513_REFG_MMP04488513",1,0,0
"MARD_SAMN04489724_REFG_MMP04489724",1,0,0
"MARD_SAMN05216183_REFG_MMP05216183",1,0,0
"MARD_SAMN05421762_REFG_MMP05421762",1,0,0
"MARD_SAMN05444002_REFG_MMP05444002",1,0,0
"MARD_SAMN05444336_REFG_MMP05444336",1,0,0
"MARD_SAMN05444339_REFG_MMP05444339",1,0,0
"MARD_SAMN05444359_REFG_MMP05444359",1,0,0
"MARD_SAMN05444415_REFG_MMP05444415",1,0,0
"MARD_SAMN05660971_REFG_MMP05660971",1,0,0
"MARD_SAMD00036654_REFG_MMP00036654",1,0,0
"MARD_SAMD00036656_REFG_MMP00036656",1,0,0
"MARD_SAMD00050834_REFG_MMP00050834",0,0,0
"MARD_SAMEA3312982_REFG_MMP3312982.1",1,0,0
"MARD_SAMEA3312982_REFG_MMP3312982.2",1,0,0
"MARD_SAMEA3393042_REFG_MMP3393042",1,0,0
"MARD_SAMEA3490732_REFG_MMP3490732",1,0,0
"MARD_SAMEA3529277_REFG_MMP3529277",1,0,0
"MARD_SAMEA3532031_REFG_MMP3532031",1,0,0
"MARD_SAMEA859932_REFG_MMP859932",1,0,0
"MARD_SAMN02671321_SAGS_MMP02671321",0,0,0
"MARD_SAMN07327728_REFG_MMP07327728",1,0,0
"TARA_SAMEA2621221_METAG_ODHGGDHM",0,0,0
"TARA_SAMEA2622822_METAG_AEGEMICO",0,0,0
"TARA_SAMEA2620035_METAG_EPPMDGKI",0,0,0
"TARA_SAMEA2622362_METAG_IMGCBHFJ",0,0,0
"MARD_SAMN08776247_REFG_MMP08776247",1,0,0
"MARD_SAMN08984054_REFG_MMP08984054",1,0,0
"MARD_SAMN08984057_REFG_MMP08984057",1,0,0
"MARD_SAMN08984066_REFG_MMP08984066",1,0,0
"MARD_SAMN08984067_REFG_MMP08984067",1,0,0
"MARD_SAMN08984084_REFG_MMP08984084",1,0,0
"MARD_SAMN09074957_REFG_MMP09074957",1,0,0
"MARD_SAMN09083205_REFG_MMP09083205",0,0,0
"MARD_SAMN09236930_REFG_MMP09236930",1,0,0
"MARD_SAMN09478215_REFG_MMP09478215",1,0,0
"MARD_SAMN09478228_REFG_MMP09478228",1,0,0
"MARD_SAMN09531221_REFG_MMP09531221",1,0,0
"MARD_SAMN09625553_REFG_MMP09625553",1,0,0
"MARD_SAMN09908144_REFG_MMP09908144",1,0,0
"MARD_SAMN04487765_REFG_MMP04487765",0,0,0
"MARD_SAMN04487808_REFG_MMP04487808",1,0,0
"MARD_SAMN04487993_REFG_MMP04487993",1,0,0
"MARD_SAMN04488104_REFG_MMP04488104",1,0,0
"MARD_SAMN04488136_REFG_MMP04488136",1,0,0
"MARD_SAMN04489761_REFG_MMP04489761",0,0,0
"TARA_SAMEA2619970_METAG_CMHMBNJG",0,0,0
"MARD_SAMN05216290_REFG_MMP05216290",0,0,0
"MARD_SAMN05216418_REFG_MMP05216418",0,0,0
"MARD_SAMN05216575_REFG_MMP05216575",1,0,0
"MARD_SAMN05421636_REFG_MMP05421636",1,0,0
"MARD_SAMN05421734_REFG_MMP05421734",0,0,0
"MARD_SAMN05421823_REFG_MMP05421823",1,0,0
"MARD_SAMN05444340_REFG_MMP05444340",1,0,0
"MARD_SAMN08099983_REFG_MMP08099983",1,0,0
"MARD_SAMN08100003_REFG_MMP08100003",1,0,0
"MARD_SAMN08295223_REFG_MMP08295223",0,0,0
"MARD_SAMN09279961_REFG_MMP09279961",0,0,0
"MARD_SAMN05418053_REFG_MMP05418053",1,0,0
"MARD_SAMN05418096_REFG_MMP05418096",1,0,0
"MARD_SAMN05418117_REFG_MMP05418117",1,0,0
"MARD_SAMN05418123_REFG_MMP05418123",1,0,0
"MARD_SAMN05418136_REFG_MMP05418136",1,0,0
"MARD_SAMN05418143_REFG_MMP05418143",1,0,0
"MARD_SAMN05418191_REFG_MMP05418191",1,0,0
"MARD_SAMN05418194_REFG_MMP05418194",1,0,0
"MARD_SAMN05418209_REFG_MMP05418209",1,0,0
"MARD_SAMN05418214_REFG_MMP05418214",1,0,0
"MARD_SAMN05418216_REFG_MMP05418216",1,0,0
"MARD_SAMN05418227_REFG_MMP05418227",1,0,0
"MARD_SAMN05418228_REFG_MMP05418228",1,0,0
"MARD_SAMN06133339_REFG_MMP06133339",1,0,0
"MARD_SAMN07818924_REFG_MMP07818924",1,0,0
"MARD_SAMN08166448_REFG_MMP08166448",1,0,0
"MARD_SAMN08238100_REFG_MMP08238100",1,0,0
"MARD_SAMN08238101_REFG_MMP08238101",1,0,0
"MARD_SAMN08238104_REFG_MMP08238104",1,0,0
"MARD_SAMN08329242_REFG_MMP08329242",1,0,0
"MARD_SAMN08329243_REFG_MMP08329243",1,0,0
"MARD_SAMN08329244_REFG_MMP08329244",1,0,0
"MARD_SAMN08329245_REFG_MMP08329245",1,0,0
"MARD_SAMN08329246_REFG_MMP08329246",1,0,0
"MARD_SAMN08329247_REFG_MMP08329247",1,0,0
"MARD_SAMN08329248_REFG_MMP08329248",1,0,0
"MARD_SAMN08329249_REFG_MMP08329249",1,0,0
"MARD_SAMN08329250_REFG_MMP08329250",1,0,0
"MARD_SAMN08329251_REFG_MMP08329251",1,0,0
"MARD_SAMN08329252_REFG_MMP08329252",1,0,0
"MARD_SAMN08329253_REFG_MMP08329253",1,0,0
"MARD_SAMN08329254_REFG_MMP08329254",1,0,0
"MARD_SAMN08329255_REFG_MMP08329255",1,0,0
"MARD_SAMN08329256_REFG_MMP08329256",1,0,0
"MARD_SAMN08329257_REFG_MMP08329257",1,0,0
"MARD_SAMN08329258_REFG_MMP08329258",1,0,0
"MARD_SAMN08329259_REFG_MMP08329259",1,0,0
"MARD_SAMN08329260_REFG_MMP08329260",1,0,0
"MARD_SAMN08329261_REFG_MMP08329261",1,0,0
"MARD_SAMN08329262_REFG_MMP08329262",1,0,0
"MARD_SAMN08330083_REFG_MMP08330083",1,0,0
"MARD_SAMN08330124_REFG_MMP08330124",1,0,0
"MARD_SAMN08331699_REFG_MMP08331699",1,0,0
"MARD_SAMN08331724_REFG_MMP08331724",1,0,0
"TARA_SAMEA2621033_METAG_MEHJMBOM",0,0,0
"TARA_SAMEA2621033_METAG_CHLDFFCB",0,0,0
"TARA_SAMEA2622667_METAG_HAEIDMAL",0,0,0
"TARA_SAMEA2622667_METAG_FODHHONE",1,0,0
"TARA_SAMEA4396941_METAG_PIGFCADJ",1,0,0
"TARA_SAMEA4396941_METAG_AAGOONDD",1,0,0
"TARA_SAMEA4396941_METAG_OOGPDHDP",1,0,0
"TARA_SAMEA4396941_METAG_EEMEHJEG",1,0,0
"TARA_SAMEA4396941_METAG_HEIBHHHB",1,0,0
"TARA_SAMEA4396941_METAG_CLHAFEDN",1,0,0
"TARA_SAMEA4396941_METAG_EKBNELLO",1,0,0
"TARA_SAMEA4396941_METAG_LFEILFEF",1,0,0
"TARA_SAMEA4396941_METAG_MBGPMJCM",1,0,0
"TARA_SAMEA4396941_METAG_NLILAFGO",1,0,0
"TARA_SAMEA4396941_METAG_OIKHAKIF",1,0,0
"TARA_SAMEA4396941_METAG_HADKALDI",1,0,0
"TARA_SAMEA4396941_METAG_AAIBGDPM",1,0,0
"TARA_SAMEA4396941_METAG_OPLEGJHE",0,0,0
"TARA_SAMEA4396941_METAG_CIIPALPC",0,0,0
"TARA_SAMEA4396941_METAG_OENFGICL",0,0,0
"TARA_SAMEA4396941_METAG_AKJIGFEK",1,0,0
"TARA_SAMEA4396941_METAG_NCLDMJBD",1,0,0
"TARA_SAMEA4397174_METAG_MJABFAEM",1,0,0
"TARA_SAMEA4397174_METAG_OEMLBLOH",1,0,0
"TARA_SAMEA4397174_METAG_HFENLIFN",1,0,0
"TARA_SAMEA4397174_METAG_JBNHJBAN",1,0,0
"TARA_SAMEA4397174_METAG_KMIHOAAC",1,0,0
"TARA_SAMEA4397174_METAG_JGGKHFGL",1,0,0
"TARA_SAMEA4397174_METAG_EHJFDMGO",1,0,0
"TARA_SAMEA2622843_METAG_OFHGMBOK",1,0,0
"TARA_SAMEA2622429_METAG_FIHGBOJD",0,0,0
"TARA_SAMEA2623756_METAG_MHJPPADJ",0,0,0
"TARA_SAMEA2622843_METAG_LMNNKAIA",1,0,0
"TARA_SAMEA2622837_METAG_NBGNEKPI",0,0,0
"TARA_SAMEA2622843_METAG_KNEGIENJ",0,0,0
"TARA_SAMEA2622837_METAG_NGJGCJJJ",0,0,0
"TARA_SAMEA2622843_METAG_FLHLFEND",0,0,0
"TARA_SAMEA2620360_METAG_FAODKFPB",1,0,0
"TARA_SAMEA2620014_METAG_HDEGHCPL",1,0,0
"TARA_SAMEA4397815_METAG_KFMEHIHM",1,0,0
"TARA_SAMEA4397815_METAG_KENMEGKD",1,0,0
"TARA_SAMEA4397815_METAG_FKGBJBKE",1,0,0
"TARA_SAMEA4397815_METAG_IBMPHPDM",1,0,0
"TARA_SAMEA4397815_METAG_NHJILJPF",0,0,0
"TARA_SAMEA2622695_METAG_LDMPOLJG",0,0,0
"TARA_SAMEA2621003_METAG_OFKGPJMO",1,0,0
"TARA_SAMEA2620039_METAG_PIJHEMFK",1,0,0
"TARA_SAMEA2620039_METAG_DCIGMOMO",0,0,0
"TARA_SAMEA2620039_METAG_FMHJPOBE",1,0,0
"TARA_SAMEA2620039_METAG_IFICECAB",1,0,0
"TARA_SAMEA2620039_METAG_OIEPFOGP",1,0,0
"BGEO_SAMN07136799_METAG_KHPCGMBF",0,0,0
"BATS_SAMN07137120_METAG_IGNAKKMM",0,0,0
"TARA_SAMEA4396489_METAG_INFMPJFH",1,0,0
"TARA_SAMEA4396489_METAG_FIEAECCH",1,0,0
"TARA_SAMEA4396489_METAG_FBEIFKAB",1,0,0
"TARA_SAMEA4396489_METAG_KKNAIKKE",1,0,0
"TARA_SAMEA4396489_METAG_GEGHDJAN",1,0,0
"TARA_SAMEA4397295_METAG_GMGPPPEG",1,0,0
"TARA_SAMEA4397295_METAG_JLEAAFNI",1,0,0
"TARA_SAMEA4397295_METAG_KOLBAOGF",1,0,0
"TARA_SAMEA4397295_METAG_KIDAEHBJ",0,0,0
